destination_country,province,worker_count
กรีซ,นครราชสีมา,10
กรีซ,นนทบุรี,10
กรีซ,ขอนแก่น,9
กรีซ,สมุทรปราการ,9
กรีซ,ภูเก็ต,9
กรีซ,สกลนคร,8
กรีซ,ลำปาง,7
กรีซ,นครศรีธรรมราช,6
กรีซ,บุรีรัมย์,6
กรีซ,ร้อยเอ็ด,6
กรีซ,หนองบัวลำภู,5
กรีซ,มหาสารคาม,5
กรีซ,แพร่,4
กรีซ,พะเยา,4
กรีซ,สุราษฎร์ธานี,4
กรีซ,น่าน,4
กรีซ,ชัยภูมิ,4
กรีซ,สมุทรสาคร,4
กรีซ,สุพรรณบุรี,4
กรีซ,หนองคาย,4
กรีซ,พระนครศรีอยุธยา,3
กรีซ,ชลบุรี,3
กรีซ,ลำพูน,3
กรีซ,สงขลา,3
กรีซ,จันทบุรี,3
กรีซ,ประจวบคีรีขันธ์,3
กรีซ,มุกดาหาร,3
กรีซ,ศรีสะเกษ,3
กรีซ,อุตรดิตถ์,3
กรีซ,ตาก,3
กรีซ,ตรัง,3
กรีซ,สุรินทร์,3
กรีซ,กาฬสินธุ์,3
กรีซ,เพชรบูรณ์,2
กรีซ,ปราจีนบุรี,2
กรีซ,นครสวรรค์,2
กรีซ,อำนาจเจริญ,2
กรีซ,ระยอง,2
กรีซ,พิจิตร,2
กรีซ,นครปฐม,2
กรีซ,สุโขทัย,2
กรีซ,บึงกาฬ,2
กรีซ,ราชบุรี,2
กรีซ,นครนายก,1
กรีซ,กำแพงเพชร,1
กรีซ,อ่างทอง,1
กรีซ,สระแก้ว,1
กรีซ,ตราด,1
กรีซ,เพชรบุรี,1
กรีซ,เลย,1
กรีซ,พังงา,1
กรีซ,กาญจนบุรี,1
กรีซ,ฉะเชิงเทรา,1
กรีซ,กระบี่,1
กรีซ,พิษณุโลก,1
กรีซ,พัทลุง,1
อินเดีย,อุดรธานี,38
อินเดีย,เชียงราย,26
อินเดีย,ขอนแก่น,26
อินเดีย,นครราชสีมา,24
อินเดีย,สกลนคร,19
อินเดีย,สุโขทัย,14
อินเดีย,ลำปาง,13
อินเดีย,บุรีรัมย์,11
อินเดีย,อำนาจเจริญ,9
อินเดีย,สุรินทร์,8
อินเดีย,นครสวรรค์,8
อินเดีย,นครพนม,8
อินเดีย,หนองคาย,7
อินเดีย,กรุงเทพมหานคร,7
อินเดีย,กาฬสินธุ์,7
อินเดีย,อุบลราชธานี,7
อินเดีย,มุกดาหาร,7
อินเดีย,ตาก,7
อินเดีย,ปทุมธานี,6
อินเดีย,ชลบุรี,6
อินเดีย,ชัยภูมิ,6
อินเดีย,พะเยา,6
อินเดีย,บึงกาฬ,4
อินเดีย,หนองบัวลำภู,4
อินเดีย,ปราจีนบุรี,3
อินเดีย,พระนครศรีอยุธยา,3
อินเดีย,ร้อยเอ็ด,3
อินเดีย,เชียงใหม่,3
อินเดีย,กำแพงเพชร,3
อินเดีย,ระยอง,3
อินเดีย,ฉะเชิงเทรา,2
อินเดีย,น่าน,2
อินเดีย,มหาสารคาม,2
อินเดีย,ลำพูน,2
อินเดีย,ศรีสะเกษ,2
อินเดีย,นนทบุรี,2
อินเดีย,อ่างทอง,2
อินเดีย,สุพรรณบุรี,2
อินเดีย,ราชบุรี,2
อินเดีย,อุตรดิตถ์,1
อินเดีย,แพร่,1
อินเดีย,สมุทรปราการ,1
อินเดีย,จันทบุรี,1
อินเดีย,นครนายก,1
อินเดีย,พิจิตร,1
อินเดีย,เพชรบูรณ์,1
อินเดีย,แม่ฮ่องสอน,1
อินเดีย,นครปฐม,1
อินเดีย,สระบุรี,1
อินเดีย,ยะลา,1
อินเดีย,ตรัง,1
อินเดีย,สมุทรสาคร,1
เยอรมนี,กรุงเทพมหานคร,36
เยอรมนี,นครราชสีมา,20
เยอรมนี,อุดรธานี,14
เยอรมนี,สงขลา,12
เยอรมนี,สมุทรปราการ,12
เยอรมนี,ชลบุรี,11
เยอรมนี,พิจิตร,10
เยอรมนี,กำแพงเพชร,9
เยอรมนี,สกลนคร,8
เยอรมนี,อุบลราชธานี,6
เยอรมนี,ร้อยเอ็ด,6
เยอรมนี,เชียงใหม่,6
เยอรมนี,นนทบุรี,6
เยอรมนี,พระนครศรีอยุธยา,6
เยอรมนี,นครปฐม,6
เยอรมนี,นครพนม,6
เยอรมนี,สระบุรี,6
เยอรมนี,ขอนแก่น,6
เยอรมนี,กาฬสินธุ์,5
เยอรมนี,พิษณุโลก,5
เยอรมนี,สุราษฎร์ธานี,5
เยอรมนี,ศรีสะเกษ,5
เยอรมนี,นครสวรรค์,5
เยอรมนี,สมุทรสาคร,5
เยอรมนี,เพชรบูรณ์,5
เยอรมนี,ราชบุรี,4
เยอรมนี,พะเยา,4
เยอรมนี,ปทุมธานี,4
เยอรมนี,สระแก้ว,4
เยอรมนี,เชียงราย,4
เยอรมนี,จันทบุรี,3
เยอรมนี,ฉะเชิงเทรา,3
เยอรมนี,สุโขทัย,3
เยอรมนี,เพชรบุรี,3
เยอรมนี,ระยอง,3
เยอรมนี,พัทลุง,3
เยอรมนี,นครศรีธรรมราช,3
เยอรมนี,กาญจนบุรี,3
เยอรมนี,บึงกาฬ,2
เยอรมนี,บุรีรัมย์,2
เยอรมนี,เลย,2
เยอรมนี,สมุทรสงคราม,2
เยอรมนี,ชัยนาท,2
เยอรมนี,ชุมพร,2
เยอรมนี,หนองคาย,2
เยอรมนี,ปราจีนบุรี,2
เยอรมนี,ลพบุรี,2
เยอรมนี,ประจวบคีรีขันธ์,2
เยอรมนี,ภูเก็ต,2
เยอรมนี,แพร่,2
เยอรมนี,น่าน,1
เยอรมนี,ตรัง,1
เยอรมนี,อ่างทอง,1
เยอรมนี,สตูล,1
เยอรมนี,หนองบัวลำภู,1
เยอรมนี,อุตรดิตถ์,1
เยอรมนี,ระนอง,1
เยอรมนี,มุกดาหาร,1
เยอรมนี,ยะลา,1
เยอรมนี,มหาสารคาม,1
เยอรมนี,สุรินทร์,1
เยอรมนี,กรุงเทพมหานคร,39
เยอรมนี,นครราชสีมา,17
เยอรมนี,บุรีรัมย์,14
เยอรมนี,ขอนแก่น,11
เยอรมนี,ลพบุรี,9
เยอรมนี,นนทบุรี,7
เยอรมนี,สุรินทร์,7
เยอรมนี,ประจวบคีรีขันธ์,6
เยอรมนี,ศรีสะเกษ,6
เยอรมนี,ชลบุรี,6
แอลจีเรีย,กรุงเทพมหานคร,39
แอลจีเรีย,นครราชสีมา,17
แอลจีเรีย,บุรีรัมย์,14
แอลจีเรีย,ขอนแก่น,11
แอลจีเรีย,ลพบุรี,9
แอลจีเรีย,นนทบุรี,7
แอลจีเรีย,สุรินทร์,7
แอลจีเรีย,ชลบุรี,6
แอลจีเรีย,สมุทรปราการ,6
แอลจีเรีย,ประจวบคีรีขันธ์,6
แอลจีเรีย,ศรีสะเกษ,6
แอลจีเรีย,สุราษฎร์ธานี,5
แอลจีเรีย,อุดรธานี,5
แอลจีเรีย,ร้อยเอ็ด,5
แอลจีเรีย,มหาสารคาม,5
แอลจีเรีย,อุบลราชธานี,5
แอลจีเรีย,เชียงราย,4
แอลจีเรีย,นครพนม,4
แอลจีเรีย,พะเยา,4
แอลจีเรีย,พระนครศรีอยุธยา,3
แอลจีเรีย,นครสวรรค์,3
แอลจีเรีย,เชียงใหม่,3
แอลจีเรีย,กาญจนบุรี,3
แอลจีเรีย,ตาก,3
แอลจีเรีย,สกลนคร,3
แอลจีเรีย,ปทุมธานี,3
แอลจีเรีย,หนองบัวลำภู,3
แอลจีเรีย,นครศรีธรรมราช,2
แอลจีเรีย,ระยอง,2
แอลจีเรีย,ชัยภูมิ,2
แอลจีเรีย,สุโขทัย,2
แอลจีเรีย,สมุทรสงคราม,2
แอลจีเรีย,หนองคาย,2
แอลจีเรีย,กำแพงเพชร,2
แอลจีเรีย,อุทัยธานี,2
แอลจีเรีย,ราชบุรี,2
แอลจีเรีย,พัทลุง,1
แอลจีเรีย,ยะลา,1
แอลจีเรีย,สระบุรี,1
แอลจีเรีย,แพร่,1
แอลจีเรีย,ตรัง,1
แอลจีเรีย,เพชรบุรี,1
แอลจีเรีย,สงขลา,1
แอลจีเรีย,เพชรบูรณ์,1
แอลจีเรีย,เลย,1
แอลจีเรีย,อุตรดิตถ์,1
แอลจีเรีย,ลำปาง,1
แอลจีเรีย,สมุทรสาคร,1
แอลจีเรีย,อำนาจเจริญ,1
แอลจีเรีย,ตราด,1
แอลจีเรีย,ลำพูน,1
แอลจีเรีย,ระนอง,1
แอลจีเรีย,ชัยนาท,1
แอลจีเรีย,สุพรรณบุรี,1
แอลจีเรีย,กระบี่,1
แอลจีเรีย,พิจิตร,1
แอลจีเรีย,นครปฐม,1
แอลจีเรีย,ชุมพร,1
แอลจีเรีย,น่าน,1
แอลจีเรีย,ยโสธร,1
แอลจีเรีย,นครนายก,1
แอลจีเรีย,อ่างทอง,1
แอลจีเรีย,จันทบุรี,1
แอลจีเรีย,กรุงเทพมหานคร,36
แอลจีเรีย,นครราชสีมา,20
แอลจีเรีย,อุดรธานี,14
แอลจีเรีย,สงขลา,12
แอลจีเรีย,สมุทรปราการ,12
แอลจีเรีย,ชลบุรี,11
แอลจีเรีย,พิจิตร,10
แอลจีเรีย,กำแพงเพชร,9
แอลจีเรีย,สกลนคร,8
แอลจีเรีย,อุบลราชธานี,6
แอลจีเรีย,ร้อยเอ็ด,6
แอลจีเรีย,เชียงใหม่,6
แอลจีเรีย,นนทบุรี,6
แอลจีเรีย,พระนครศรีอยุธยา,6
แอลจีเรีย,นครปฐม,6
แอลจีเรีย,นครพนม,6
แอลจีเรีย,สระบุรี,6
แอลจีเรีย,ขอนแก่น,6
แอลจีเรีย,กาฬสินธุ์,5
แอลจีเรีย,พิษณุโลก,5
แอลจีเรีย,ศรีสะเกษ,5
แอลจีเรีย,นครสวรรค์,5
แอลจีเรีย,สมุทรสาคร,5
แอลจีเรีย,เพชรบูรณ์,5
แอลจีเรีย,ราชบุรี,4
แอลจีเรีย,ปทุมธานี,4
แอลจีเรีย,สระแก้ว,4
แอลจีเรีย,จันทบุรี,3
แอลจีเรีย,ฉะเชิงเทรา,3
แอลจีเรีย,สุโขทัย,3
แอลจีเรีย,เพชรบุรี,3
แอลจีเรีย,ระยอง,3
แอลจีเรีย,พัทลุง,3
แอลจีเรีย,นครศรีธรรมราช,3
แอลจีเรีย,บึงกาฬ,2
แอลจีเรีย,บุรีรัมย์,2
แอลจีเรีย,เลย,2
แอลจีเรีย,ชัยนาท,2
แอลจีเรีย,ชุมพร,2
แอลจีเรีย,ปราจีนบุรี,2
แอลจีเรีย,ลพบุรี,2
แอลจีเรีย,ประจวบคีรีขันธ์,2
แอลจีเรีย,ภูเก็ต,2
แอลจีเรีย,แพร่,2
แอลจีเรีย,สตูล,1
แอลจีเรีย,หนองบัวลำภู,1
แอลจีเรีย,มุกดาหาร,1
แอลจีเรีย,มหาสารคาม,1
แอลจีเรีย,สุรินทร์,1
คาซัคสถาน,สุโขทัย,80
คาซัคสถาน,ตาก,43
คาซัคสถาน,ลำปาง,35
คาซัคสถาน,นครราชสีมา,15
คาซัคสถาน,พิษณุโลก,6
คาซัคสถาน,หนองคาย,3
คาซัคสถาน,พิจิตร,3
คาซัคสถาน,นครสวรรค์,2
คาซัคสถาน,กำแพงเพชร,2
คาซัคสถาน,สุรินทร์,2
คาซัคสถาน,กรุงเทพมหานคร,35
คาซัคสถาน,นครราชสีมา,21
คาซัคสถาน,อุบลราชธานี,12
คาซัคสถาน,อุดรธานี,11
คาซัคสถาน,เชียงใหม่,10
คาซัคสถาน,มหาสารคาม,9
คาซัคสถาน,ชลบุรี,9
คาซัคสถาน,บุรีรัมย์,9
คาซัคสถาน,สุรินทร์,8
คาซัคสถาน,ขอนแก่น,7
คาซัคสถาน,สมุทรปราการ,6
คาซัคสถาน,นครพนม,6
คาซัคสถาน,ศรีสะเกษ,6
คาซัคสถาน,ภูเก็ต,4
คาซัคสถาน,ปทุมธานี,4
คาซัคสถาน,เชียงราย,4
คาซัคสถาน,สกลนคร,4
คาซัคสถาน,ชัยภูมิ,4
คาซัคสถาน,นนทบุรี,4
คาซัคสถาน,ลำปาง,3
คาซัคสถาน,พระนครศรีอยุธยา,3
คาซัคสถาน,ยโสธร,3
คาซัคสถาน,แพร่,3
คาซัคสถาน,นครปฐม,3
คาซัคสถาน,พิษณุโลก,3
คาซัคสถาน,เพชรบูรณ์,2
คาซัคสถาน,ร้อยเอ็ด,2
คาซัคสถาน,สระแก้ว,2
คาซัคสถาน,ตราด,2
คาซัคสถาน,นครศรีธรรมราช,2
คาซัคสถาน,พิจิตร,2
คาซัคสถาน,พะเยา,2
คาซัคสถาน,กาฬสินธุ์,2
คาซัคสถาน,ประจวบคีรีขันธ์,2
คาซัคสถาน,หนองบัวลำภู,2
คาซัคสถาน,บึงกาฬ,2
คาซัคสถาน,กาญจนบุรี,2
คาซัคสถาน,สุราษฎร์ธานี,1
คาซัคสถาน,น่าน,1
คาซัคสถาน,อำนาจเจริญ,1
คาซัคสถาน,สุโขทัย,1
คาซัคสถาน,เลย,1
คาซัคสถาน,อ่างทอง,1
คาซัคสถาน,กำแพงเพชร,1
คาซัคสถาน,อุตรดิตถ์,1
คาซัคสถาน,ราชบุรี,1
คาซัคสถาน,สระบุรี,1
คาซัคสถาน,เพชรบุรี,1
คาซัคสถาน,บึงกาฬ,1
คาซัคสถาน,ชัยนาท,1
คาซัคสถาน,นครพนม,1
คาซัคสถาน,แพร่,1
คาซัคสถาน,พะเยา,1
คาซัคสถาน,เพชรบูรณ์,1
คาซัคสถาน,ศรีสะเกษ,1
คาซัคสถาน,เชียงใหม่,1
คาซัคสถาน,ขอนแก่น,1
คาซัคสถาน,ชัยภูมิ,1
ฟิลิปปินส์,ลำปาง,15
ฟิลิปปินส์,อุดรธานี,12
ฟิลิปปินส์,บุรีรัมย์,11
ฟิลิปปินส์,หนองบัวลำภู,9
ฟิลิปปินส์,ขอนแก่น,9
ฟิลิปปินส์,อุบลราชธานี,9
ฟิลิปปินส์,นครราชสีมา,7
ฟิลิปปินส์,กรุงเทพมหานคร,6
ฟิลิปปินส์,มหาสารคาม,6
ฟิลิปปินส์,สกลนคร,6
ฟิลิปปินส์,กำแพงเพชร,5
ฟิลิปปินส์,สุโขทัย,5
ฟิลิปปินส์,ศรีสะเกษ,5
ฟิลิปปินส์,ระยอง,5
ฟิลิปปินส์,สุรินทร์,4
ฟิลิปปินส์,ตาก,4
ฟิลิปปินส์,ชัยภูมิ,4
ฟิลิปปินส์,กาญจนบุรี,4
ฟิลิปปินส์,พิษณุโลก,4
ฟิลิปปินส์,เชียงใหม่,3
ฟิลิปปินส์,ปทุมธานี,3
ฟิลิปปินส์,ชัยนาท,2
ฟิลิปปินส์,ลพบุรี,2
ฟิลิปปินส์,นครสวรรค์,2
ฟิลิปปินส์,เพชรบูรณ์,2
ฟิลิปปินส์,นครพนม,2
ฟิลิปปินส์,น่าน,2
ฟิลิปปินส์,เชียงราย,2
ฟิลิปปินส์,พิจิตร,2
ฟิลิปปินส์,มุกดาหาร,2
ฟิลิปปินส์,สระบุรี,2
ฟิลิปปินส์,อำนาจเจริญ,2
ฟิลิปปินส์,สระแก้ว,2
ฟิลิปปินส์,อุทัยธานี,2
ฟิลิปปินส์,ตราด,2
ฟิลิปปินส์,ร้อยเอ็ด,2
ฟิลิปปินส์,สมุทรสาคร,2
ฟิลิปปินส์,ราชบุรี,1
ฟิลิปปินส์,ชุมพร,1
ฟิลิปปินส์,แพร่,1
ฟิลิปปินส์,สุพรรณบุรี,1
ฟิลิปปินส์,หนองคาย,1
ฟิลิปปินส์,ชลบุรี,1
ฟิลิปปินส์,กาฬสินธุ์,1
ฟิลิปปินส์,ภูเก็ต,1
ฟิลิปปินส์,เลย,1
ฟิลิปปินส์,นครปฐม,1
ฟิลิปปินส์,ฉะเชิงเทรา,1
ฟิลิปปินส์,อุตรดิตถ์,1
ฟิลิปปินส์,สมุทรปราการ,1
ฟิลิปปินส์,ปราจีนบุรี,1
ฟิลิปปินส์,อ่างทอง,1
ฟิลิปปินส์,สุราษฎร์ธานี,1
ฟิลิปปินส์,สุโขทัย,80
ฟิลิปปินส์,ตาก,43
ฟิลิปปินส์,ลำปาง,35
ฟิลิปปินส์,นครราชสีมา,15
ฟิลิปปินส์,พิษณุโลก,6
ฟิลิปปินส์,หนองคาย,3
ฟิลิปปินส์,พิจิตร,3
ฟิลิปปินส์,กำแพงเพชร,2
ฟิลิปปินส์,สุรินทร์,2
ฟิลิปปินส์,บึงกาฬ,1
ฟิลิปปินส์,ชัยนาท,1
ฟิลิปปินส์,นครพนม,1
ฟิลิปปินส์,พะเยา,1
ฟิลิปปินส์,เพชรบูรณ์,1
ฟิลิปปินส์,ศรีสะเกษ,1
ฟิลิปปินส์,เชียงใหม่,1
ฟิลิปปินส์,ขอนแก่น,1
ฟิลิปปินส์,ชัยภูมิ,1
ฟิลิปปินส์,กรุงเทพมหานคร,35
ฟิลิปปินส์,นครราชสีมา,21
ฟิลิปปินส์,อุบลราชธานี,12
ฟิลิปปินส์,อุดรธานี,11
ฟิลิปปินส์,เชียงใหม่,10
ฟิลิปปินส์,มหาสารคาม,9
ฟิลิปปินส์,ชลบุรี,9
ฟิลิปปินส์,บุรีรัมย์,9
ฟิลิปปินส์,สุรินทร์,8
ฟิลิปปินส์,ขอนแก่น,7
ฟิลิปปินส์,สมุทรปราการ,6
ฟิลิปปินส์,นครพนม,6
ฟิลิปปินส์,ศรีสะเกษ,6
ฟิลิปปินส์,ภูเก็ต,4
ฟิลิปปินส์,ปทุมธานี,4
ฟิลิปปินส์,เชียงราย,4
ฟิลิปปินส์,สกลนคร,4
ฟิลิปปินส์,นนทบุรี,4
ฟิลิปปินส์,ลำปาง,3
ฟิลิปปินส์,พระนครศรีอยุธยา,3
ฟิลิปปินส์,ยโสธร,3
ฟิลิปปินส์,แพร่,3
ฟิลิปปินส์,นครปฐม,3
ฟิลิปปินส์,พิษณุโลก,3
ฟิลิปปินส์,นครศรีธรรมราช,2
ฟิลิปปินส์,พะเยา,2
ฟิลิปปินส์,กาฬสินธุ์,2
ฟิลิปปินส์,ประจวบคีรีขันธ์,2
ฟิลิปปินส์,หนองบัวลำภู,2
ฟิลิปปินส์,บึงกาฬ,2
ฟิลิปปินส์,กาญจนบุรี,2
ฟิลิปปินส์,น่าน,1
ฟิลิปปินส์,อำนาจเจริญ,1
ฟิลิปปินส์,สุโขทัย,1
ฟิลิปปินส์,กำแพงเพชร,1
ฟิลิปปินส์,สระบุรี,1
ฟิลิปปินส์,เพชรบุรี,1
ไซปรัส,กรุงเทพมหานคร,56
ไซปรัส,เชียงใหม่,35
ไซปรัส,เชียงราย,22
ไซปรัส,อุดรธานี,18
ไซปรัส,นครพนม,14
ไซปรัส,ปทุมธานี,11
ไซปรัส,อุบลราชธานี,11
ไซปรัส,นครราชสีมา,10
ไซปรัส,นนทบุรี,10
ไซปรัส,ขอนแก่น,9
ไซปรัส,ระยอง,23
ไซปรัส,กรุงเทพมหานคร,17
ไซปรัส,ขอนแก่น,7
ไซปรัส,ลำปาง,7
ไซปรัส,น่าน,6
ไซปรัส,นครราชสีมา,6
ไซปรัส,หนองบัวลำภู,6
ไซปรัส,สมุทรปราการ,6
ไซปรัส,มหาสารคาม,5
ไซปรัส,นนทบุรี,5
ไซปรัส,กาฬสินธุ์,5
ไซปรัส,พระนครศรีอยุธยา,4
ไซปรัส,สุรินทร์,4
ไซปรัส,อุดรธานี,4
ไซปรัส,ชลบุรี,4
ไซปรัส,ปทุมธานี,3
ไซปรัส,สระบุรี,3
ไซปรัส,อุบลราชธานี,3
ไซปรัส,แพร่,3
ไซปรัส,สุโขทัย,3
ไซปรัส,พิษณุโลก,3
ไซปรัส,อุตรดิตถ์,3
ไซปรัส,เชียงใหม่,3
ไซปรัส,สระแก้ว,3
ไซปรัส,เลย,2
ไซปรัส,นครศรีธรรมราช,2
ไซปรัส,ตาก,2
ไซปรัส,กาญจนบุรี,2
ไซปรัส,ตราด,2
ไซปรัส,นครพนม,2
ไซปรัส,สกลนคร,2
ไซปรัส,บุรีรัมย์,2
ไซปรัส,ปราจีนบุรี,2
ไซปรัส,สงขลา,2
ไซปรัส,สุพรรณบุรี,2
ไซปรัส,นครสวรรค์,2
ไซปรัส,หนองคาย,1
ไซปรัส,ศรีสะเกษ,1
ไซปรัส,อำนาจเจริญ,1
ไซปรัส,พัทลุง,1
ไซปรัส,ราชบุรี,1
ไซปรัส,นครปฐม,1
ไซปรัส,เพชรบูรณ์,1
ไซปรัส,สตูล,1
ไซปรัส,ชัยนาท,1
ไซปรัส,นครนายก,1
ไซปรัส,ยโสธร,1
ไซปรัส,ชุมพร,1
ไซปรัส,บึงกาฬ,1
ไซปรัส,ลพบุรี,1
ไซปรัส,พะเยา,1
ไซปรัส,ลำพูน,1
ไซปรัส,นราธิวาส,1
ไซปรัส,สุราษฎร์ธานี,1
ไซปรัส,กำแพงเพชร,1
เวียดนาม,ลำปาง,15
เวียดนาม,อุดรธานี,12
เวียดนาม,บุรีรัมย์,11
เวียดนาม,หนองบัวลำภู,9
เวียดนาม,ขอนแก่น,9
เวียดนาม,อุบลราชธานี,9
เวียดนาม,นครราชสีมา,7
เวียดนาม,กรุงเทพมหานคร,6
เวียดนาม,มหาสารคาม,6
เวียดนาม,สกลนคร,6
เวียดนาม,กำแพงเพชร,5
เวียดนาม,สุโขทัย,5
เวียดนาม,ศรีสะเกษ,5
เวียดนาม,ระยอง,5
เวียดนาม,สุรินทร์,4
เวียดนาม,ตาก,4
เวียดนาม,ชัยภูมิ,4
เวียดนาม,กาญจนบุรี,4
เวียดนาม,พิษณุโลก,4
เวียดนาม,เชียงใหม่,3
เวียดนาม,ปทุมธานี,3
เวียดนาม,ชัยนาท,2
เวียดนาม,ลพบุรี,2
เวียดนาม,นครสวรรค์,2
เวียดนาม,เพชรบูรณ์,2
เวียดนาม,นครพนม,2
เวียดนาม,น่าน,2
เวียดนาม,เชียงราย,2
เวียดนาม,พิจิตร,2
เวียดนาม,มุกดาหาร,2
เวียดนาม,สระบุรี,2
เวียดนาม,อำนาจเจริญ,2
เวียดนาม,สระแก้ว,2
เวียดนาม,อุทัยธานี,2
เวียดนาม,ตราด,2
เวียดนาม,ร้อยเอ็ด,2
เวียดนาม,สมุทรสาคร,2
เวียดนาม,ราชบุรี,1
เวียดนาม,ชุมพร,1
เวียดนาม,แพร่,1
เวียดนาม,สุพรรณบุรี,1
เวียดนาม,หนองคาย,1
เวียดนาม,ชลบุรี,1
เวียดนาม,กาฬสินธุ์,1
เวียดนาม,ภูเก็ต,1
เวียดนาม,เลย,1
เวียดนาม,นครปฐม,1
เวียดนาม,ฉะเชิงเทรา,1
เวียดนาม,อุตรดิตถ์,1
เวียดนาม,สมุทรปราการ,1
เวียดนาม,ปราจีนบุรี,1
เวียดนาม,อ่างทอง,1
เวียดนาม,สุราษฎร์ธานี,1
เวียดนาม,กรุงเทพมหานคร,15
เวียดนาม,อุบลราชธานี,12
เวียดนาม,นครราชสีมา,12
เวียดนาม,ภูเก็ต,7
เวียดนาม,ร้อยเอ็ด,6
เวียดนาม,บุรีรัมย์,6
เวียดนาม,ปราจีนบุรี,5
เวียดนาม,สุรินทร์,5
เวียดนาม,สมุทรปราการ,5
เวียดนาม,ปทุมธานี,5
โครเอเชีย,ลำปาง,19
โครเอเชีย,ตาก,13
โครเอเชีย,สกลนคร,9
โครเอเชีย,กำแพงเพชร,9
โครเอเชีย,นครสวรรค์,8
โครเอเชีย,นครราชสีมา,8
โครเอเชีย,ระยอง,7
โครเอเชีย,สุโขทัย,6
โครเอเชีย,ร้อยเอ็ด,6
โครเอเชีย,ชลบุรี,5
โครเอเชีย,เลย,5
โครเอเชีย,กรุงเทพมหานคร,4
โครเอเชีย,ขอนแก่น,4
โครเอเชีย,เพชรบูรณ์,3
โครเอเชีย,อุดรธานี,3
โครเอเชีย,แพร่,3
โครเอเชีย,ปทุมธานี,3
โครเอเชีย,พิษณุโลก,3
โครเอเชีย,สระแก้ว,2
โครเอเชีย,กาฬสินธุ์,2
โครเอเชีย,มหาสารคาม,2
โครเอเชีย,หนองคาย,2
โครเอเชีย,ฉะเชิงเทรา,2
โครเอเชีย,ศรีสะเกษ,2
โครเอเชีย,ลำพูน,2
โครเอเชีย,พิจิตร,2
โครเอเชีย,ชัยภูมิ,2
โครเอเชีย,สระบุรี,1
โครเอเชีย,หนองบัวลำภู,1
โครเอเชีย,สุพรรณบุรี,1
โครเอเชีย,ราชบุรี,1
โครเอเชีย,อุทัยธานี,1
โครเอเชีย,เชียงใหม่,1
โครเอเชีย,อ่างทอง,1
โครเอเชีย,น่าน,1
โครเอเชีย,อุตรดิตถ์,1
โครเอเชีย,สุรินทร์,1
โครเอเชีย,สมุทรปราการ,1
โครเอเชีย,เพชรบุรี,1
โครเอเชีย,สงขลา,16
โครเอเชีย,กรุงเทพมหานคร,12
โครเอเชีย,ระยอง,8
โครเอเชีย,สมุทรปราการ,8
โครเอเชีย,สกลนคร,5
โครเอเชีย,มหาสารคาม,5
โครเอเชีย,สมุทรสาคร,5
โครเอเชีย,กำแพงเพชร,5
โครเอเชีย,สุโขทัย,4
โครเอเชีย,อุบลราชธานี,4
โครเอเชีย,บุรีรัมย์,4
โครเอเชีย,นนทบุรี,4
โครเอเชีย,สุรินทร์,3
โครเอเชีย,หนองบัวลำภู,3
โครเอเชีย,เชียงราย,3
โครเอเชีย,ลำปาง,3
โครเอเชีย,ขอนแก่น,2
โครเอเชีย,ชัยนาท,2
โครเอเชีย,ชลบุรี,2
โครเอเชีย,สุพรรณบุรี,2
โครเอเชีย,อำนาจเจริญ,2
โครเอเชีย,นครสวรรค์,2
โครเอเชีย,สตูล,2
โครเอเชีย,ตราด,2
โครเอเชีย,พัทลุง,2
โครเอเชีย,จันทบุรี,2
โครเอเชีย,พิษณุโลก,2
โครเอเชีย,เพชรบุรี,2
โครเอเชีย,เลย,2
โครเอเชีย,ฉะเชิงเทรา,1
โครเอเชีย,นครพนม,1
โครเอเชีย,พังงา,1
โครเอเชีย,สุราษฎร์ธานี,1
โครเอเชีย,มุกดาหาร,1
โครเอเชีย,นครนายก,1
โครเอเชีย,ปทุมธานี,1
โครเอเชีย,ตาก,1
โครเอเชีย,ปราจีนบุรี,1
โครเอเชีย,ศรีสะเกษ,1
โครเอเชีย,ร้อยเอ็ด,1
โครเอเชีย,นครปฐม,1
โครเอเชีย,นครศรีธรรมราช,1
โครเอเชีย,แพร่,1
นอร์เวย์,บุรีรัมย์,25
นอร์เวย์,นครราชสีมา,12
นอร์เวย์,สกลนคร,8
นอร์เวย์,กรุงเทพมหานคร,7
นอร์เวย์,ปทุมธานี,6
นอร์เวย์,ขอนแก่น,6
นอร์เวย์,ชัยภูมิ,5
นอร์เวย์,สุรินทร์,5
นอร์เวย์,อุบลราชธานี,4
นอร์เวย์,นครปฐม,4
นอร์เวย์,ร้อยเอ็ด,3
นอร์เวย์,นครสวรรค์,3
นอร์เวย์,เชียงราย,3
นอร์เวย์,อุดรธานี,3
นอร์เวย์,ศรีสะเกษ,3
นอร์เวย์,มุกดาหาร,3
นอร์เวย์,ปราจีนบุรี,3
นอร์เวย์,ภูเก็ต,2
นอร์เวย์,เพชรบูรณ์,2
นอร์เวย์,สมุทรปราการ,2
นอร์เวย์,ลำปาง,2
นอร์เวย์,กาญจนบุรี,2
นอร์เวย์,อุทัยธานี,2
นอร์เวย์,ชลบุรี,2
นอร์เวย์,เพชรบุรี,2
นอร์เวย์,นนทบุรี,2
นอร์เวย์,สระบุรี,2
นอร์เวย์,มหาสารคาม,2
นอร์เวย์,สุโขทัย,2
นอร์เวย์,ยโสธร,1
